position_id,as_of_date,client_id,portfolio,security_id,quantity,market_value,source_system,base_currency
POS0000584,2026-05-19,CL790,PORT-033,SEC00026,69562.0,196511.74,ABOR,INR
POS0000585,2026-05-18,CL444,PORT-027,SEC00053,57764.0,124712.84,IBOR,EUR
POS0000586,2026-05-17,CL813,PORT-028,SEC00204,76432.0,157387.84,IBOR,EUR
POS0000587,2026-05-17,CL763,PORT-029,SEC00269,88042.0,212021.92,IBOR,CAD
POS0000588,2026-05-15,CL996,PORT-023,SEC00190,39369.0,76534.19,ABOR,CAD
POS0000589,2026-05-16,CL223,PORT-025,SEC00091,82704.0,102577.19,Custodian,JPY
POS0000590,2026-05-14,CL940,PORT-045,SEC00274,44268.0,69102.76,IBOR,EUR
POS0000591,2026-05-18,CL901,PORT-022,SEC00117,72437.0,187420.86,Custodian,CAD
POS0000592,2026-05-17,CL490,PORT-028,SEC00100,65589.0,171070.73,ABOR,CAD
POS0000593,2026-05-19,CL221,PORT-057,SEC00161,6505.0,110015.31,ABOR,EUR
POS0000594,2026-05-19,CL219,PORT-026,SEC00043,28743.0,266278.9,ABOR,JPY
POS0000595,2026-05-14,CL559,PORT-009,SEC00114,23132.0,86963.15,Custodian,GBP
POS0000596,2026-05-17,CL109,PORT-002,SEC00255,10795.0,107591.74,Custodian,CAD
POS0000597,2026-05-16,CL186,PORT-061,SEC00194,69345.0,259968.54,IBOR,INR
POS0000598,2026-05-18,CL577,PORT-075,SEC00316,95513.0,284159.07,IBOR,GBP
POS0000599,2026-05-19,CL606,PORT-054,SEC00248,44331.0,100968.54,ABOR,CAD
POS0000600,2026-05-14,CL873,PORT-005,SEC00115,68791.0,187067.64,ABOR,JPY
POS0000601,2026-05-16,CL976,PORT-045,SEC00245,82662.0,101998.73,IBOR,GBP
POS0000602,2026-05-15,CL340,PORT-022,SEC00276,54583.0,144581.16,Custodian,CAD
POS0000603,2026-05-16,CL396,PORT-026,SEC00201,49443.0,177424.85,Custodian,GBP
POS0000604,2026-05-17,CL278,PORT-073,SEC00244,44595.0,227799.18,IBOR,GBP
POS0000605,2026-05-17,CL301,PORT-066,SEC00161,61826.0,196916.57,Custodian,GBP
POS0000606,2026-05-15,CL494,PORT-059,SEC00291,69243.0,191740.35,Custodian,EUR
POS0000607,2026-05-18,CL992,PORT-040,SEC00076,60160.0,85212.29,Custodian,EUR
POS0000608,2026-05-17,CL903,PORT-046,SEC00135,59404.0,205451.65,Custodian,USD
POS0000609,2026-05-18,CL920,PORT-073,SEC00081,48874.0,226531.48,IBOR,INR
POS0000610,2026-05-16,CL506,PORT-053,SEC00032,14955.0,246067.39,ABOR,JPY
POS0000611,2026-05-14,CL690,PORT-046,SEC00197,69750.0,105692.36,ABOR,CAD
POS0000612,2026-05-14,CL749,PORT-008,SEC00037,21738.0,281912.32,ABOR,JPY
POS0000613,2026-05-16,CL318,PORT-079,SEC00072,63626.0,73840.24,IBOR,USD
POS0000614,2026-05-18,CL515,PORT-064,SEC00244,66626.0,125681.86,ABOR,JPY
POS0000615,2026-05-14,CL594,PORT-029,SEC00077,24910.0,137955.79,Custodian,EUR
POS0000616,2026-05-18,CL435,PORT-020,SEC00276,36628.0,76309.64,Custodian,USD
POS0000617,2026-05-17,CL525,PORT-077,SEC00015,96672.0,136704.01,ABOR,JPY
POS0000618,2026-05-14,CL496,PORT-076,SEC00146,48251.0,185885.94,ABOR,USD
POS0000619,2026-05-18,CL154,PORT-034,SEC00021,23155.0,54422.7,ABOR,GBP
POS0000620,2026-05-17,CL790,PORT-019,SEC00019,67619.0,128436.12,IBOR,CAD
POS0000621,2026-05-14,CL909,PORT-064,SEC00253,33001.0,57008.72,Custodian,EUR
POS0000622,2026-05-18,CL778,PORT-050,SEC00021,7748.0,554001.83,ABOR,INR
POS0000623,2026-05-16,CL939,PORT-072,SEC00285,61435.0,184886.01,Custodian,GBP
POS0000624,2026-05-19,CL488,PORT-044,SEC00191,29834.0,175518.12,Custodian,USD
POS0000625,2026-05-14,CL150,PORT-044,SEC00154,57066.0,187071.1,ABOR,EUR
POS0000626,2026-05-17,CL340,PORT-012,SEC00293,32121.0,233914.84,Custodian,USD
POS0000627,2026-05-15,CL867,PORT-048,SEC00124,65558.0,292696.91,Custodian,USD
POS0000628,2026-05-16,CL225,PORT-029,SEC00127,54037.0,63695.4,ABOR,USD
POS0000629,2026-05-17,CL591,PORT-017,SEC00131,-6963.0,357219.8,ABOR,CAD
POS0000630,2026-05-17,CL101,PORT-062,SEC00208,58404.0,343689.93,ABOR,INR
POS0000631,2026-05-19,CL391,PORT-028,SEC00271,43626.0,156403.12,Custodian,GBP
POS0000632,2026-05-18,CL201,PORT-017,SEC00173,81168.0,151563.93,Custodian,INR
POS0000633,2026-05-17,CL201,PORT-076,SEC00089,58695.0,25294.53,ABOR,EUR
POS0000634,2026-05-17,CL248,PORT-077,SEC00284,66635.0,77157.6,Custodian,JPY
POS0000635,2026-05-18,CL583,PORT-040,SEC00191,34368.0,222194.76,Custodian,EUR
POS0000636,2026-05-16,CL720,PORT-024,SEC00266,32619.0,334492.75,IBOR,JPY
POS0000637,2026-05-15,CL359,PORT-013,SEC00138,49436.0,252029.68,IBOR,GBP
POS0000638,2026-05-14,CL835,PORT-050,SEC00063,42066.0,155526.43,ABOR,CAD
POS0000639,2026-05-14,CL452,PORT-049,SEC00302,79436.0,516858.09,IBOR,CAD
POS0000640,2026-05-16,CL762,PORT-049,SEC00216,46627.0,297480.91,ABOR,GBP
POS0000641,2026-05-17,CL576,PORT-061,SEC00098,23054.0,128502.57,IBOR,USD
POS0000642,2026-05-16,CL750,PORT-038,SEC00271,31793.0,602755.18,ABOR,EUR
POS0000643,2026-05-19,CL979,PORT-054,SEC00002,71231.0,84313.7,IBOR,EUR
POS0000644,2026-05-15,CL993,PORT-052,SEC00297,46320.0,67298.68,ABOR,GBP
POS0000645,2026-05-16,CL627,PORT-063,SEC00185,45144.0,126416.43,ABOR,JPY
POS0000646,2026-05-19,CL965,PORT-059,SEC00188,73324.0,103240.44,ABOR,CAD
POS0000647,2026-05-17,CL730,PORT-003,SEC00004,29875.0,130749.82,IBOR,USD
POS0000648,2026-05-18,CL341,PORT-049,SEC00056,826.0,262722.71,IBOR,JPY
POS0000649,2026-05-17,CL940,PORT-078,SEC00230,31237.0,159470.19,IBOR,EUR
POS0000650,2026-05-19,CL230,PORT-045,SEC00178,55326.0,161946.6,Custodian,JPY
POS0000651,2026-05-19,CL520,PORT-042,SEC00040,44511.0,168600.77,Custodian,JPY
POS0000652,2026-05-17,CL237,PORT-048,SEC00213,15671.0,40643.93,ABOR,INR
POS0000653,2026-05-18,CL805,PORT-045,SEC00238,72353.0,65568.04,Custodian,JPY
POS0000654,2026-05-14,CL905,PORT-032,SEC00087,53597.0,129160.78,IBOR,EUR
POS0000655,2026-05-18,CL836,PORT-079,SEC00220,58558.0,98149.07,IBOR,CAD
POS0000656,2026-05-18,CL192,PORT-006,SEC00311,59231.0,141623.51,IBOR,GBP
POS0000657,2026-05-14,CL343,PORT-065,SEC00154,21432.0,377934.82,ABOR,GBP
POS0000658,2026-05-14,CL405,PORT-013,SEC00073,56663.0,155644.57,Custodian,JPY
POS0000659,2026-05-19,CL203,PORT-017,SEC00307,69964.0,73621.99,ABOR,EUR
POS0000660,2026-05-19,CL576,PORT-048,SEC00291,75087.0,101127.78,ABOR,CAD
POS0000661,2026-05-19,CL130,PORT-051,SEC00146,65868.0,454223.91,ABOR,USD
POS0000662,2026-05-17,CL651,PORT-074,SEC00136,61289.0,408193.41,ABOR,USD
POS0000663,2026-05-16,CL616,PORT-024,SEC00266,11777.0,232704.91,IBOR,CAD
POS0000664,2026-05-17,CL635,PORT-003,SEC00000,49671.0,63736.34,IBOR,GBP
POS0000665,2026-05-19,CL920,PORT-021,SEC00099,28955.0,195650.07,ABOR,CAD
POS0000666,2026-05-18,CL806,PORT-043,SEC00173,78208.0,204887.9,ABOR,CAD
POS0000667,2026-05-16,CL333,PORT-029,SEC00209,74868.0,165268.07,Custodian,CAD
POS0000668,2026-05-17,CL613,PORT-020,SEC00201,29088.0,115611.81,IBOR,INR
POS0000669,2026-05-19,CL821,PORT-073,SEC00118,48988.0,130930.43,IBOR,INR
POS0000670,2026-05-16,CL865,PORT-045,SEC00278,55467.0,110876.37,Custodian,JPY
POS0000671,2026-05-16,CL678,PORT-054,SEC00207,69817.0,81875.54,Custodian,INR
POS0000672,2026-05-17,CL176,PORT-060,SEC00172,13136.0,369384.25,Custodian,EUR
POS0000673,2026-05-14,CL490,PORT-033,SEC00300,1388.0,276340.28,ABOR,INR
POS0000674,2026-05-14,CL872,PORT-059,SEC00030,50839.0,137179.06,IBOR,EUR
POS0000675,2026-05-19,CL166,PORT-077,SEC00227,-5691.0,201049.61,IBOR,GBP
POS0000676,2026-05-14,CL630,PORT-058,SEC00296,53489.0,205627.29,Custodian,GBP
POS0000677,2026-05-19,CL586,PORT-024,SEC00211,63029.0,663795.99,IBOR,INR
POS0000678,2026-05-17,CL300,PORT-062,SEC00180,77194.0,274729.21,ABOR,EUR
POS0000679,2026-05-14,CL409,PORT-019,SEC00116,36303.0,268568.63,ABOR,EUR
POS0000680,2026-05-14,CL978,PORT-006,SEC00086,53546.0,166506.33,ABOR,INR
POS0000681,2026-05-19,CL635,PORT-036,SEC00174,64333.0,125410.25,Custodian,GBP
POS0000682,2026-05-19,CL944,PORT-041,SEC00287,24134.0,373109.1,IBOR,INR
POS0000683,2026-05-18,CL523,PORT-038,SEC00147,70138.0,240713.64,IBOR,CAD
POS0000684,2026-05-18,CL860,PORT-021,SEC00038,56036.0,98940.59,ABOR,CAD
POS0000685,2026-05-18,CL657,PORT-022,SEC00154,36680.0,213698.18,ABOR,GBP
POS0000686,2026-05-17,CL919,PORT-073,SEC00031,53110.0,268990.58,ABOR,EUR
POS0000687,2026-05-18,CL393,PORT-024,SEC00299,46935.0,46281.68,Custodian,CAD
POS0000688,2026-05-16,CL443,PORT-062,SEC00171,67162.0,93579.62,IBOR,EUR
POS0000689,2026-05-14,CL136,PORT-021,SEC00068,42070.0,202330.73,ABOR,INR
POS0000690,2026-05-16,CL304,PORT-009,SEC00199,54996.0,51293.7,Custodian,INR
POS0000691,2026-05-18,CL224,PORT-005,SEC00172,36340.0,56405.46,IBOR,GBP
POS0000692,2026-05-16,CL264,PORT-020,SEC00163,29367.0,138375.04,Custodian,USD
POS0000693,2026-05-16,CL377,PORT-067,SEC00189,53774.0,218584.2,Custodian,GBP
POS0000694,2026-05-14,CL885,PORT-036,SEC00297,30271.0,224733.43,IBOR,USD
POS0000695,2026-05-14,CL440,PORT-055,SEC00273,67613.0,420600.92,IBOR,GBP
POS0000696,2026-05-18,CL843,PORT-077,SEC00084,63029.0,170989.65,IBOR,GBP
POS0000697,2026-05-14,CL832,PORT-004,SEC00076,33167.0,130145.49,Custodian,JPY
POS0000698,2026-05-15,CL981,PORT-009,SEC00316,54703.0,74279.05,ABOR,EUR
POS0000699,2026-05-19,CL557,PORT-073,SEC00206,33067.0,129213.77,IBOR,CAD
POS0000700,2026-05-16,CL862,PORT-045,SEC00006,14705.0,248828.1,ABOR,USD
POS0000701,2026-05-19,CL477,PORT-049,SEC00169,36861.0,255667.57,ABOR,CAD
POS0000702,2026-05-17,CL668,PORT-027,SEC00037,48893.0,190760.01,IBOR,EUR
POS0000703,2026-05-19,CL829,PORT-066,SEC00009,61471.0,225995.18,Custodian,GBP
POS0000704,2026-05-18,CL227,PORT-052,SEC00059,53289.0,350049.6,Custodian,CAD
POS0000705,2026-05-16,CL151,PORT-021,SEC00081,69969.0,170273.82,ABOR,JPY
POS0000706,2026-05-18,CL248,PORT-052,SEC00025,28414.0,369679.36,Custodian,USD
POS0000707,2026-05-19,CL748,PORT-001,SEC00267,41713.0,105241.39,IBOR,JPY
POS0000708,2026-05-17,CL525,PORT-020,SEC00140,86176.0,155752.79,IBOR,JPY
POS0000709,2026-05-16,CL351,PORT-017,SEC00176,7516.0,121966.3,ABOR,CAD
POS0000710,2026-05-15,CL790,PORT-063,SEC00276,40057.0,261875.13,ABOR,JPY
POS0000711,2026-05-19,CL113,PORT-059,SEC00267,26427.0,88548.82,IBOR,CAD
POS0000712,2026-05-17,CL255,PORT-008,SEC00262,45701.0,134180.44,ABOR,JPY
POS0000713,2026-05-18,CL522,PORT-072,SEC00062,40442.0,53326.79,IBOR,EUR
POS0000714,2026-05-19,CL923,PORT-065,SEC00238,63247.0,232495.38,IBOR,JPY
POS0000715,2026-05-19,CL773,PORT-035,SEC00318,55621.0,343888.98,ABOR,CAD
POS0000716,2026-05-15,CL714,PORT-017,SEC00002,21276.0,281088.48,ABOR,USD
POS0000717,2026-05-14,CL739,PORT-034,SEC00277,37060.0,265024.24,Custodian,GBP
POS0000718,2026-05-16,CL380,PORT-047,SEC00277,49997.0,269315.88,IBOR,USD
POS0000719,2026-05-17,CL502,PORT-050,SEC00269,66266.0,247661.04,ABOR,CAD
POS0000720,2026-05-14,CL896,PORT-028,SEC00126,103525.0,235304.89,Custodian,JPY
POS0000721,2026-05-17,CL755,PORT-009,SEC00063,65462.0,244592.31,IBOR,INR
POS0000722,2026-05-16,CL638,PORT-049,SEC00234,27725.0,109819.21,Custodian,CAD
POS0000723,2026-05-16,CL174,PORT-056,SEC00199,47935.0,144333.8,ABOR,INR
POS0000724,2026-05-16,CL759,PORT-022,SEC00232,53981.0,169760.85,Custodian,GBP
POS0000725,2026-05-17,CL428,PORT-051,SEC00081,38573.0,133062.86,IBOR,CAD
POS0000726,2026-05-17,CL446,PORT-045,SEC00056,60346.0,63590.17,Custodian,GBP
POS0000727,2026-05-18,CL705,PORT-040,SEC00288,30.0,77574.54,ABOR,CAD
POS0000728,2026-05-15,CL453,PORT-001,SEC00164,62169.0,186835.84,Custodian,CAD
POS0000729,2026-05-15,CL615,PORT-025,SEC00272,39519.0,280257.9,IBOR,EUR
POS0000730,2026-05-17,CL111,PORT-030,SEC00296,47586.0,163669.62,ABOR,INR
POS0000731,2026-05-15,CL266,PORT-066,SEC00146,82246.0,855031.1,IBOR,INR
POS0000732,2026-05-19,CL583,PORT-066,SEC00084,22247.0,93727.09,Custodian,INR
POS0000733,2026-05-17,CL960,PORT-070,SEC00286,56000.0,212556.96,ABOR,EUR
POS0000734,2026-05-14,CL783,PORT-037,SEC00228,67466.0,353175.92,Custodian,JPY
POS0000735,2026-05-15,CL475,PORT-026,SEC00213,53747.0,308478.14,IBOR,USD
POS0000736,2026-05-15,CL970,PORT-040,SEC00306,14488.0,241117.61,Custodian,CAD
POS0000737,2026-05-14,CL347,PORT-063,SEC00078,79709.0,309326.42,ABOR,CAD
POS0000738,2026-05-16,CL902,PORT-050,SEC00115,45350.0,168255.11,Custodian,JPY
POS0000739,2026-05-16,CL462,PORT-048,SEC00012,38394.0,441409.83,ABOR,USD
POS0000740,2026-05-17,CL178,PORT-035,SEC00124,43169.0,351475.56,Custodian,JPY
POS0000741,2026-05-15,CL102,PORT-056,SEC00142,41593.0,97602.99,ABOR,GBP
POS0000742,2026-05-15,CL981,PORT-069,SEC00144,23816.0,197390.79,Custodian,INR
POS0000743,2026-05-16,CL677,PORT-053,SEC00048,53629.0,64319.75,Custodian,USD
POS0000744,2026-05-19,CL234,PORT-032,SEC00258,36861.0,405579.99,Custodian,GBP
POS0000745,2026-05-15,CL991,PORT-067,SEC00156,64760.0,186192.97,ABOR,GBP
POS0000746,2026-05-18,CL136,PORT-075,SEC00140,61387.0,365588.52,ABOR,CAD
POS0000747,2026-05-17,CL400,PORT-063,SEC00276,85765.0,152418.53,IBOR,EUR
POS0000748,2026-05-19,CL773,PORT-070,SEC00155,45344.0,53435.98,IBOR,CAD
POS0000749,2026-05-18,CL147,PORT-021,SEC00285,32329.0,792082.26,Custodian,CAD
POS0000750,2026-05-19,CL914,PORT-034,SEC00071,17666.0,176072.85,Custodian,JPY
POS0000751,2026-05-19,CL709,PORT-020,SEC00272,98254.0,89310.54,IBOR,EUR
POS0000752,2026-05-19,CL953,PORT-029,SEC00316,64566.0,323662.75,IBOR,EUR
POS0000753,2026-05-18,CL852,PORT-058,SEC00240,34767.0,552116.51,ABOR,USD
POS0000754,2026-05-15,CL841,PORT-054,SEC00285,87249.0,144139.53,Custodian,INR
POS0000755,2026-05-14,CL304,PORT-001,SEC00236,79836.0,153346.38,Custodian,INR
POS0000756,2026-05-18,CL284,PORT-060,SEC00192,20272.0,187742.71,IBOR,EUR
POS0000757,2026-05-17,CL317,PORT-016,SEC00244,33424.0,83568.14,Custodian,INR
POS0000758,2026-05-15,CL238,PORT-015,SEC00307,47089.0,107538.0,IBOR,JPY
POS0000759,2026-05-15,CL697,PORT-043,SEC00193,26458.0,474091.45,ABOR,INR
POS0000760,2026-05-14,CL153,PORT-020,SEC00219,47875.0,150343.23,ABOR,USD
POS0000761,2026-05-17,CL485,PORT-077,SEC00025,65663.0,98465.92,IBOR,EUR
POS0000762,2026-05-18,CL623,PORT-012,SEC00306,19788.0,124091.55,ABOR,INR
POS0000763,2026-05-19,CL584,PORT-012,SEC00248,56446.0,309803.72,Custodian,GBP
POS0000764,2026-05-15,CL538,PORT-061,SEC00051,75707.0,49734.88,ABOR,CAD
POS0000765,2026-05-19,CL300,PORT-023,SEC00092,58805.0,189622.39,ABOR,CAD
POS0000766,2026-05-17,CL198,PORT-057,SEC00072,48336.0,713067.42,Custodian,USD
POS0000767,2026-05-17,CL988,PORT-054,SEC00102,35302.0,550530.47,ABOR,GBP
POS0000768,2026-05-14,CL517,PORT-015,SEC00283,68279.0,229560.45,IBOR,INR
POS0000769,2026-05-14,CL634,PORT-046,SEC00148,24108.0,358565.12,ABOR,USD
POS0000770,2026-05-17,CL610,PORT-043,SEC00134,55341.0,356502.23,Custodian,CAD
POS0000771,2026-05-16,CL431,PORT-008,SEC00249,50561.0,150917.53,ABOR,USD
POS0000772,2026-05-17,CL749,PORT-061,SEC00118,74763.0,283474.17,ABOR,USD
POS0000773,2026-05-15,CL438,PORT-068,SEC00283,37180.0,475988.9,ABOR,JPY
POS0000774,2026-05-18,CL472,PORT-075,SEC00241,39050.0,76247.71,Custodian,EUR
POS0000775,2026-05-15,CL822,PORT-007,SEC00082,22679.0,230035.87,Custodian,JPY
POS0000776,2026-05-14,CL386,PORT-015,SEC00201,59620.0,202174.26,IBOR,GBP
POS0000777,2026-05-18,CL728,PORT-066,SEC00154,40676.0,173147.43,IBOR,EUR
POS0000778,2026-05-18,CL698,PORT-025,SEC00110,31034.0,164190.07,Custodian,CAD
POS0000779,2026-05-17,CL127,PORT-050,SEC00290,33130.0,187025.82,ABOR,USD
POS0000780,2026-05-15,CL715,PORT-028,SEC00127,61816.0,196681.97,IBOR,GBP
POS0000781,2026-05-16,CL820,PORT-018,SEC00037,25735.0,318433.57,IBOR,EUR
POS0000782,2026-05-18,CL343,PORT-050,SEC00130,27688.0,216621.92,Custodian,USD
POS0000783,2026-05-17,CL922,PORT-017,SEC00165,69720.0,146279.44,ABOR,EUR
POS0000784,2026-05-16,CL117,PORT-011,SEC00040,46345.0,98326.33,IBOR,EUR
POS0000785,2026-05-14,CL261,PORT-042,SEC00237,71020.0,122581.88,Custodian,GBP
POS0000786,2026-05-17,CL950,PORT-016,SEC00073,42094.0,190365.21,ABOR,GBP
POS0000787,2026-05-19,CL869,PORT-016,SEC00029,49975.0,106548.71,Custodian,USD
POS0000788,2026-05-19,CL779,PORT-062,SEC00172,53439.0,287082.89,IBOR,USD
POS0000789,2026-05-19,CL642,PORT-042,SEC00051,80520.0,210666.81,IBOR,USD
POS0000790,2026-05-19,CL280,PORT-043,SEC00250,78729.0,323229.04,Custodian,JPY
POS0000791,2026-05-17,CL539,PORT-012,SEC00021,75371.0,110935.97,ABOR,CAD
POS0000792,2026-05-18,CL608,PORT-013,SEC00134,36166.0,98850.06,Custodian,USD
POS0000793,2026-05-18,CL180,PORT-031,SEC00016,28290.0,321783.53,ABOR,USD
POS0000794,2026-05-15,CL634,PORT-031,SEC00122,66737.0,175953.03,ABOR,INR
POS0000795,2026-05-17,CL180,PORT-036,SEC00298,80289.0,144132.71,Custodian,INR
POS0000796,2026-05-15,CL213,PORT-011,SEC00208,75582.0,247507.53,IBOR,INR
POS0000797,2026-05-16,CL252,PORT-071,SEC00171,50287.0,242042.73,Custodian,EUR
POS0000798,2026-05-18,CL272,PORT-029,SEC00050,66012.0,76614.51,IBOR,CAD
POS0000799,2026-05-14,CL173,PORT-065,SEC00100,66399.0,373542.5,IBOR,JPY
POS0000800,2026-05-17,CL960,PORT-032,SEC00121,53277.0,127230.52,IBOR,USD
POS0000801,2026-05-14,CL821,PORT-038,SEC00185,54232.0,451355.62,ABOR,USD
POS0000802,2026-05-19,CL556,PORT-009,SEC00066,52160.0,73121.0,IBOR,JPY
POS0000803,2026-05-14,CL431,PORT-054,SEC00319,32662.0,196897.65,ABOR,INR
POS0000804,2026-05-15,CL272,PORT-005,SEC00208,34907.0,145601.29,IBOR,INR
POS0000805,2026-05-18,CL953,PORT-060,SEC00099,34567.0,49754.65,IBOR,JPY
POS0000806,2026-05-15,CL817,PORT-070,SEC00035,14817.0,241572.47,Custodian,JPY
POS0000807,2026-05-15,CL776,PORT-029,SEC00190,53143.0,51309.84,Custodian,INR
POS0000808,2026-05-14,CL523,PORT-071,SEC00143,49107.0,136625.64,IBOR,USD
POS0000809,2026-05-18,CL124,PORT-056,SEC00215,66763.0,315705.56,IBOR,GBP
POS0000810,2026-05-14,CL673,PORT-001,SEC00190,77736.0,118418.28,IBOR,USD
POS0000811,2026-05-15,CL538,PORT-017,SEC00204,79134.0,94632.81,ABOR,CAD
POS0000812,2026-05-17,CL367,PORT-051,SEC00266,81206.0,263080.11,Custodian,JPY
POS0000813,2026-05-17,CL383,PORT-056,SEC00168,33344.0,140124.86,IBOR,INR
POS0000814,2026-05-18,CL152,PORT-008,SEC00231,18497.0,127639.37,ABOR,GBP
POS0000815,2026-05-17,CL883,PORT-055,SEC00114,70476.0,349757.55,IBOR,CAD
POS0000816,2026-05-14,CL248,PORT-065,SEC00301,80407.0,80791.96,Custodian,CAD
POS0000817,2026-05-14,CL830,PORT-008,SEC00130,84232.0,123529.55,IBOR,JPY
POS0000818,2026-05-19,CL974,PORT-070,SEC00217,60670.0,273721.98,Custodian,CAD
POS0000819,2026-05-19,CL141,PORT-043,SEC00319,6073.0,77717.18,Custodian,JPY
POS0000820,2026-05-19,CL660,PORT-049,SEC00111,58043.0,472223.8,ABOR,INR
POS0000821,2026-05-16,CL159,PORT-004,SEC00032,62220.0,142898.73,IBOR,EUR
POS0000822,2026-05-18,CL847,PORT-049,SEC00074,77546.0,275052.27,ABOR,CAD
POS0000823,2026-05-15,CL555,PORT-036,SEC00078,81452.0,274707.21,ABOR,EUR
POS0000824,2026-05-15,CL119,PORT-030,SEC00018,70012.0,148542.63,Custodian,INR
POS0000825,2026-05-18,CL794,PORT-062,SEC00174,37080.0,122099.64,ABOR,JPY
POS0000826,2026-05-15,CL788,PORT-020,SEC00088,27359.0,158612.8,ABOR,USD
POS0000827,2026-05-15,CL931,PORT-005,SEC00031,61747.0,249598.91,Custodian,INR
POS0000828,2026-05-14,CL535,PORT-040,SEC00043,32567.0,90052.23,Custodian,USD
POS0000829,2026-05-15,CL938,PORT-059,SEC00087,82453.0,79066.52,ABOR,JPY
POS0000830,2026-05-17,CL698,PORT-011,SEC00118,12500.0,396535.81,ABOR,INR
POS0000831,2026-05-14,CL572,PORT-078,SEC00311,62472.0,104724.35,Custodian,USD
POS0000832,2026-05-18,CL422,PORT-054,SEC00224,57030.0,201279.61,IBOR,GBP
POS0000833,2026-05-15,CL363,PORT-074,SEC00228,45451.0,144159.77,ABOR,JPY
POS0000834,2026-05-17,CL658,PORT-038,SEC00221,29647.0,148046.34,ABOR,CAD
POS0000835,2026-05-14,CL764,PORT-010,SEC00257,4641.0,383937.03,ABOR,GBP
POS0000836,2026-05-15,CL132,PORT-015,SEC00101,38309.0,154646.71,IBOR,USD
POS0000837,2026-05-16,CL470,PORT-040,SEC00031,38695.0,131387.25,Custodian,USD
POS0000838,2026-05-18,CL140,PORT-047,SEC00162,74458.0,138437.0,IBOR,EUR
POS0000839,2026-05-18,CL456,PORT-058,SEC00000,32777.0,120321.78,ABOR,CAD
POS0000840,2026-05-14,CL818,PORT-063,SEC00069,59961.0,108873.9,ABOR,INR
POS0000841,2026-05-15,CL721,PORT-061,SEC00240,21571.0,120611.74,IBOR,GBP
POS0000842,2026-05-16,CL211,PORT-047,SEC00160,60565.0,441496.81,Custodian,CAD
POS0000843,2026-05-14,CL744,PORT-002,SEC00221,771.0,249419.95,IBOR,CAD
POS0000844,2026-05-15,CL112,PORT-042,SEC00163,96097.0,132307.24,Custodian,CAD
POS0000845,2026-05-17,CL111,PORT-065,SEC00173,46897.0,293312.36,IBOR,USD
POS0000846,2026-05-15,CL920,PORT-067,SEC00096,-11479.0,62798.33,IBOR,USD
POS0000847,2026-05-15,CL129,PORT-066,SEC00069,34210.0,371538.22,IBOR,INR
POS0000848,2026-05-17,CL338,PORT-001,SEC00083,30735.0,354014.61,IBOR,GBP
POS0000849,2026-05-19,CL218,PORT-035,SEC00255,35572.0,622687.71,IBOR,USD
POS0000850,2026-05-15,CL623,PORT-049,SEC00313,41978.0,298621.11,Custodian,JPY
POS0000851,2026-05-17,CL569,PORT-020,SEC00026,35422.0,211576.25,ABOR,GBP
POS0000852,2026-05-17,CL854,PORT-033,SEC00171,32039.0,353162.73,IBOR,CAD
POS0000853,2026-05-15,CL987,PORT-008,SEC00150,24509.0,111805.31,IBOR,JPY
POS0000854,2026-05-15,CL770,PORT-016,SEC00179,68079.0,128380.03,IBOR,EUR
POS0000855,2026-05-19,CL519,PORT-001,SEC00074,76425.0,156600.48,Custodian,CAD
POS0000856,2026-05-15,CL141,PORT-078,SEC00002,44399.0,370026.14,IBOR,JPY
POS0000857,2026-05-18,CL929,PORT-068,SEC00065,49612.0,97389.43,IBOR,EUR
POS0000858,2026-05-16,CL604,PORT-032,SEC00058,25221.0,91378.27,ABOR,USD
POS0000859,2026-05-14,CL295,PORT-001,SEC00016,51562.0,187572.9,IBOR,JPY
POS0000860,2026-05-18,CL587,PORT-027,SEC00114,55059.0,250325.74,IBOR,INR
POS0000861,2026-05-18,CL452,PORT-035,SEC00218,45173.0,106740.04,Custodian,CAD
POS0000862,2026-05-14,CL414,PORT-014,SEC00309,58714.0,243348.72,IBOR,USD
POS0000863,2026-05-17,CL507,PORT-053,SEC00210,56792.0,369919.1,ABOR,GBP
POS0000864,2026-05-14,CL777,PORT-079,SEC00056,26809.0,334461.49,IBOR,CAD
POS0000865,2026-05-17,CL247,PORT-067,SEC00115,76247.0,201184.09,IBOR,JPY
POS0000866,2026-05-16,CL966,PORT-068,SEC00097,45432.0,154143.82,Custodian,USD
POS0000867,2026-05-16,CL156,PORT-066,SEC00067,86863.0,461101.83,IBOR,CAD
POS0000868,2026-05-14,CL232,PORT-006,SEC00316,59249.0,164266.01,ABOR,INR
POS0000869,2026-05-16,CL707,PORT-044,SEC00209,93361.0,286133.22,IBOR,GBP
POS0000870,2026-05-16,CL230,PORT-045,SEC00153,75856.0,527006.88,ABOR,INR
POS0000871,2026-05-17,CL799,PORT-008,SEC00139,54998.0,268648.97,IBOR,JPY
POS0000872,2026-05-17,CL760,PORT-012,SEC00101,34092.0,89477.75,ABOR,EUR
POS0000873,2026-05-17,CL486,PORT-045,SEC00133,34566.0,77387.95,IBOR,INR
POS0000874,2026-05-17,CL508,PORT-057,SEC00202,61727.0,136137.73,ABOR,EUR
POS0000875,2026-05-15,CL998,PORT-017,SEC00297,53149.0,249122.36,IBOR,EUR
