trade_id,trade_date,settlement_date,security_id,client_id,portfolio,quantity,trade_price,trade_currency,status,source_system
TRD0001082,2026-05-18,2026-04-11,SEC00192,CL937,PORT-013,12204.0,70.56,USD,Booked,SimCorp
TRD0001083,2026-05-07,2026-05-11,SEC00166,CL653,PORT-011,29242.0,133.06,USD,Booked,SimCorp
TRD0001084,2026-04-13,2026-04-20,SEC00274,CL576,PORT-031,7009.0,66.86,GBP,Matched,Bloomberg AIM
TRD0001085,2026-05-16,2026-04-13,SEC00111,CL258,PORT-035,23596.0,47.95,INR,Matched,Bloomberg AIM
TRD0001086,2026-05-15,2026-04-09,SEC00031,CL260,PORT-068,14300.0,65.51,INR,Unmatched,SimCorp
TRD0001087,2026-04-13,2026-04-28,SEC00240,CL116,PORT-056,11023.0,59.46,CAD,Booked,SimCorp
TRD0001088,2026-05-06,2026-05-07,SEC00088,CL680,PORT-012,22609.0,77.65,EUR,Matched,Murex
TRD0001089,2026-05-07,2026-04-20,SEC00313,CL489,PORT-047,25087.0,67.32,EUR,Booked,SimCorp
TRD0001090,2026-04-24,2026-04-30,SEC00132,CL272,PORT-070,24865.0,42.91,JPY,Matched,SimCorp
TRD0001091,2026-05-11,2026-04-23,SEC00272,CL220,PORT-053,19611.0,37.62,JPY,Booked,SimCorp
TRD0001092,2026-05-18,2026-04-18,SEC00013,CL157,PORT-019,18990.0,73.11,USD,Booked,SimCorp
TRD0001093,2026-05-19,2026-04-20,SEC00210,CL676,PORT-011,21951.0,108.21,GBP,Booked,Bloomberg AIM
TRD0001094,2026-05-16,2026-05-11,SEC00143,CL716,PORT-036,20278.0,68.56,CAD,Matched,Bloomberg AIM
TRD0001095,2026-05-12,2026-04-17,SEC00148,CL667,PORT-038,22060.0,88.65,USD,Booked,Aladdin
TRD0001096,2026-04-18,2026-04-27,SEC00084,CL199,PORT-028,19530.0,95.06,INR,Matched,Murex
TRD0001097,2026-05-06,2026-04-10,SEC00310,CL137,PORT-009,24321.0,73.21,GBP,Booked,SimCorp
TRD0001098,2026-05-16,2026-04-22,SEC00125,CL195,PORT-010,5796.0,50.15,JPY,Matched,Aladdin
TRD0001099,2026-05-19,2026-04-11,SEC00272,CL775,PORT-042,17015.0,71.4,JPY,Matched,Bloomberg AIM
TRD0001100,2026-04-28,2026-04-07,SEC00136,CL765,PORT-075,7621.0,101.75,INR,Booked,Aladdin
TRD0001101,2026-04-12,2026-04-07,SEC00015,CL365,PORT-048,20075.0,80.28,JPY,Booked,Murex
TRD0001102,2026-05-04,2026-04-18,SEC00281,CL149,PORT-035,30314.0,86.65,USD,Booked,Murex
TRD0001103,2026-05-17,2026-04-25,SEC00059,CL387,PORT-074,14444.0,56.72,EUR,Matched,Bloomberg AIM
TRD0001104,2026-05-09,2026-05-16,SEC00086,CL827,PORT-055,18954.0,62.13,CAD,Unmatched,Murex
TRD0001105,2026-04-27,2026-05-04,SEC00275,CL228,PORT-057,23674.0,63.97,USD,Booked,SimCorp
TRD0001106,2026-05-11,2026-04-30,SEC00285,CL815,PORT-046,-2492.0,65.5,INR,Matched,SimCorp
TRD0001107,2026-04-05,2026-04-16,SEC00293,CL516,PORT-061,14084.0,100.36,JPY,Matched,Bloomberg AIM
TRD0001108,2026-04-15,2026-04-25,SEC00136,CL227,PORT-040,20734.0,29.33,USD,Matched,SimCorp
TRD0001109,2026-05-04,2026-05-02,SEC00242,CL939,PORT-050,-3727.0,67.4,USD,Matched,Murex
TRD0001110,2026-04-07,2026-05-15,SEC00104,CL566,PORT-049,10674.0,64.86,CAD,Unmatched,SimCorp
TRD0001111,2026-05-05,2026-04-19,SEC00236,CL703,PORT-060,26256.0,41.26,USD,Matched,SimCorp
TRD0001112,2026-05-13,2026-05-02,SEC00160,CL186,PORT-071,25522.0,84.36,USD,Matched,Bloomberg AIM
TRD0001113,2026-04-07,2026-05-20,SEC00016,CL434,PORT-024,20807.0,51.75,USD,Booked,Aladdin
TRD0001114,2026-04-06,2026-05-09,SEC00133,CL668,PORT-056,24616.0,58.85,JPY,Matched,Bloomberg AIM
TRD0001115,2026-05-05,2026-04-12,SEC00149,CL680,PORT-003,19613.0,127.37,CAD,Cancelled,Murex
TRD0001116,2026-04-23,2026-05-16,SEC00082,CL156,PORT-043,22165.0,94.96,EUR,Unmatched,Murex
TRD0001117,2026-05-12,2026-05-03,SEC00119,CL643,PORT-071,15633.0,81.54,INR,Booked,Aladdin
TRD0001118,2026-04-21,2026-04-28,SEC00160,CL949,PORT-051,18869.0,76.19,INR,Unmatched,Aladdin
TRD0001119,2026-04-18,2026-05-18,SEC00015,CL806,PORT-022,13257.0,62.95,EUR,Booked,Aladdin
TRD0001120,2026-04-18,2026-05-14,SEC00048,CL286,PORT-048,27476.0,134.26,USD,Matched,Murex
TRD0001121,2026-04-24,2026-04-09,SEC00245,CL920,PORT-029,29412.0,88.3,GBP,Booked,SimCorp
TRD0001122,2026-04-18,2026-04-25,SEC00112,CL713,PORT-035,28349.0,51.3,USD,Matched,Aladdin
TRD0001123,2026-04-25,2026-05-12,SEC00194,CL151,PORT-019,14939.0,40.85,USD,Booked,Bloomberg AIM
TRD0001124,2026-04-13,2026-05-14,SEC00181,CL215,PORT-050,10847.0,81.32,GBP,Booked,Murex
TRD0001125,2026-05-11,2026-05-02,SEC00176,CL928,PORT-016,27577.0,65.4,INR,Booked,Aladdin
TRD0001126,2026-04-28,2026-04-19,SEC00132,CL288,PORT-036,22079.0,40.44,CAD,Booked,Aladdin
TRD0001127,2026-05-01,2026-04-19,SEC00154,CL186,PORT-075,20464.0,77.48,JPY,Matched,Aladdin
TRD0001128,2026-04-25,2026-05-13,SEC00263,CL505,PORT-060,13248.0,60.69,EUR,Unmatched,Aladdin
TRD0001129,2026-05-13,2026-04-19,SEC00308,CL572,PORT-033,21192.0,80.3,EUR,Matched,Aladdin
TRD0001130,2026-05-05,2026-04-11,SEC00082,CL615,PORT-077,9860.0,77.84,JPY,Matched,Aladdin
TRD0001131,2026-04-07,2026-05-11,SEC00214,CL692,PORT-002,22755.0,53.9,EUR,Matched,Bloomberg AIM
TRD0001132,2026-05-15,2026-05-20,SEC00310,CL997,PORT-076,28342.0,83.22,JPY,Booked,Aladdin
TRD0001133,2026-04-21,2026-04-08,SEC00002,CL782,PORT-028,30233.0,56.02,INR,Matched,Bloomberg AIM
TRD0001134,2026-04-20,2026-04-28,SEC00251,CL123,PORT-065,23314.0,57.31,CAD,Matched,SimCorp
TRD0001135,2026-04-28,2026-04-17,SEC00158,CL179,PORT-075,-7635.0,55.35,USD,Booked,Bloomberg AIM
TRD0001136,2026-05-18,2026-05-07,SEC00309,CL100,PORT-048,19480.0,99.07,EUR,Matched,Bloomberg AIM
TRD0001137,2026-05-18,2026-05-08,SEC00185,CL455,PORT-049,34048.0,60.45,EUR,Matched,Bloomberg AIM
TRD0001138,2026-05-07,2026-05-11,SEC00268,CL414,PORT-060,11485.0,107.81,JPY,Matched,Murex
TRD0001139,2026-05-15,2026-05-12,SEC00053,CL939,PORT-019,17556.0,124.49,EUR,Matched,Aladdin
TRD0001140,2026-05-15,2026-04-30,SEC00045,CL429,PORT-015,28601.0,51.49,CAD,Booked,Bloomberg AIM
TRD0001141,2026-05-12,2026-05-17,SEC00296,CL127,PORT-028,22629.0,23.99,CAD,Matched,SimCorp
TRD0001142,2026-05-11,2026-04-14,SEC00168,CL894,PORT-038,36601.0,96.12,EUR,Booked,Bloomberg AIM
TRD0001143,2026-04-12,2026-04-28,SEC00178,CL333,PORT-059,12503.0,59.16,GBP,Unmatched,Aladdin
TRD0001144,2026-04-21,2026-04-10,SEC00054,CL920,PORT-021,10577.0,49.25,GBP,Booked,SimCorp
TRD0001145,2026-05-18,2026-04-29,SEC00072,CL796,PORT-045,27181.0,54.27,USD,Matched,Murex
TRD0001146,2026-04-21,2026-05-08,SEC00261,CL891,PORT-001,9031.0,57.67,CAD,Matched,Murex
TRD0001147,2026-05-13,2026-04-28,SEC00097,CL836,PORT-003,16524.0,105.01,INR,Booked,SimCorp
TRD0001148,2026-05-01,2026-05-15,SEC00186,CL228,PORT-077,17508.0,70.53,EUR,Booked,Aladdin
TRD0001149,2026-05-18,2026-04-14,SEC00101,CL662,PORT-068,25770.0,104.51,JPY,Booked,Bloomberg AIM
TRD0001150,2026-05-15,2026-04-19,SEC00084,CL470,PORT-069,22607.0,79.28,GBP,Matched,SimCorp
TRD0001151,2026-05-14,2026-05-15,UNKNOWN,CL665,PORT-026,21428.0,59.85,EUR,Unmatched,SimCorp
TRD0001152,2026-04-30,2026-04-25,UNKNOWN,CL770,PORT-041,14982.0,58.17,EUR,Booked,Aladdin
TRD0001153,2026-04-29,2026-04-27,SEC00300,CL550,PORT-054,27113.0,81.17,USD,Matched,SimCorp
TRD0001154,2026-05-04,2026-05-12,SEC00036,CL381,PORT-021,48194.0,88.87,INR,Unmatched,Aladdin
TRD0001155,2026-04-22,2026-05-16,SEC00113,CL923,PORT-059,23185.0,94.53,JPY,Matched,Aladdin
TRD0001156,2026-04-17,2026-04-17,SEC00180,CL696,PORT-055,18748.0,60.85,CAD,Matched,Bloomberg AIM
TRD0001157,2026-04-17,2026-05-10,SEC00122,CL896,PORT-033,8266.0,70.9,USD,Matched,Murex
TRD0001158,2026-04-23,2026-04-28,SEC00230,CL313,PORT-035,13219.0,81.81,JPY,Matched,Aladdin
TRD0001159,2026-04-25,2026-05-10,SEC00083,CL853,PORT-025,16397.0,58.3,JPY,Booked,Aladdin
TRD0001160,2026-04-27,2026-04-22,SEC00018,CL390,PORT-064,13990.0,44.83,JPY,Booked,Aladdin
TRD0001161,2026-05-09,2026-05-19,SEC00107,CL513,PORT-078,17879.0,50.29,CAD,Matched,Bloomberg AIM
TRD0001162,2026-04-28,2026-05-05,SEC00191,CL873,PORT-079,31335.0,61.29,GBP,Matched,Murex
TRD0001163,2026-05-19,2026-04-27,SEC00057,CL418,PORT-061,27354.0,84.08,USD,Booked,SimCorp
TRD0001164,2026-04-06,2026-05-02,SEC00261,CL325,PORT-028,16809.0,103.61,USD,Unmatched,Aladdin
TRD0001165,2026-05-03,2026-04-24,SEC00003,CL923,PORT-062,8938.0,41.49,GBP,Booked,Aladdin
TRD0001166,2026-04-15,2026-05-13,SEC00021,CL966,PORT-020,28030.0,54.11,EUR,Matched,Bloomberg AIM
TRD0001167,2026-04-06,2026-05-02,SEC00162,CL379,PORT-071,17632.0,58.84,USD,Unmatched,SimCorp
TRD0001168,2026-04-27,2026-04-17,SEC00163,CL375,PORT-022,5051.0,88.07,USD,Unmatched,SimCorp
TRD0001169,2026-04-11,2026-05-06,SEC00094,CL304,PORT-032,23343.0,55.43,EUR,Matched,Aladdin
TRD0001170,2026-04-28,2026-05-14,SEC00082,CL121,PORT-008,25693.0,57.37,USD,Booked,Murex
TRD0001171,2026-05-14,2026-04-13,SEC00022,CL597,PORT-007,-194.0,40.68,GBP,Booked,SimCorp
TRD0001172,2026-05-18,2026-04-16,SEC00212,CL329,PORT-032,11816.0,78.98,JPY,Booked,Bloomberg AIM
TRD0001173,2026-05-13,2026-04-21,SEC00121,CL863,PORT-044,17172.0,63.02,EUR,Matched,Bloomberg AIM
TRD0001174,2026-04-07,2026-04-16,SEC00037,CL253,PORT-002,23509.0,53.04,USD,Booked,Aladdin
TRD0001175,2026-04-28,2026-04-16,SEC00127,CL671,PORT-067,14132.0,60.9,JPY,Matched,Aladdin
TRD0001176,2026-05-05,2026-04-18,SEC00299,CL555,PORT-010,11759.0,98.93,USD,Booked,Murex
TRD0001177,2026-04-29,2026-04-29,SEC00083,CL650,PORT-079,23454.0,46.91,INR,Matched,Murex
TRD0001178,2026-05-08,2026-05-21,SEC00286,CL201,PORT-022,14488.0,49.67,GBP,Booked,SimCorp
TRD0001179,2026-04-10,2026-04-25,SEC00082,CL519,PORT-030,22065.0,103.37,GBP,Matched,Aladdin
TRD0001180,2026-04-05,2026-05-09,SEC00059,CL662,PORT-013,9664.0,68.48,EUR,Matched,SimCorp
TRD0001181,2026-05-16,2026-04-17,SEC00083,CL406,PORT-066,7858.0,84.3,EUR,Cancelled,Murex
TRD0001182,2026-04-17,2026-04-30,SEC00103,CL886,PORT-058,23665.0,76.75,USD,Unmatched,Bloomberg AIM
TRD0001183,2026-05-04,2026-04-11,SEC00038,CL576,PORT-007,19894.0,65.87,JPY,Matched,Aladdin
TRD0001184,2026-05-17,2026-04-25,SEC00188,CL425,PORT-009,24918.0,59.03,USD,Booked,Bloomberg AIM
TRD0001185,2026-04-08,2026-04-27,SEC00106,CL127,PORT-049,14006.0,89.21,INR,Unmatched,Aladdin
TRD0001186,2026-05-17,2026-04-10,SEC00229,CL251,PORT-069,12037.0,100.16,EUR,Unmatched,SimCorp
TRD0001187,2026-05-10,2026-04-30,SEC00157,CL528,PORT-009,28205.0,97.46,JPY,Unmatched,SimCorp
TRD0001188,2026-05-18,2026-05-05,SEC00141,CL459,PORT-018,6578.0,44.04,JPY,Matched,SimCorp
TRD0001189,2026-04-28,2026-05-05,SEC00150,CL883,PORT-044,27386.0,105.29,JPY,Booked,Bloomberg AIM
TRD0001190,2026-04-23,2026-04-12,SEC00050,CL806,PORT-009,27904.0,58.83,INR,Matched,Aladdin
TRD0001191,2026-05-05,2026-04-17,SEC00228,CL242,PORT-025,24451.0,51.2,JPY,Booked,Murex
TRD0001192,2026-05-16,2026-05-14,SEC00033,CL631,PORT-001,12841.0,62.85,CAD,Booked,Bloomberg AIM
TRD0001193,2026-05-14,2026-04-29,SEC00230,CL508,PORT-040,11876.0,89.2,EUR,Booked,SimCorp
TRD0001194,2026-04-07,2026-05-05,SEC00319,CL190,PORT-057,16425.0,80.57,INR,Matched,Murex
TRD0001195,2026-04-13,2026-04-22,SEC00244,CL698,PORT-033,8287.0,60.98,GBP,Booked,SimCorp
TRD0001196,2026-04-07,2026-05-19,SEC00145,CL582,PORT-021,10787.0,89.41,JPY,Matched,SimCorp
TRD0001197,2026-04-26,2026-04-19,SEC00100,CL178,PORT-034,22836.0,70.03,GBP,Matched,Aladdin
TRD0001198,2026-04-25,2026-04-18,SEC00279,CL520,PORT-041,22870.0,54.57,CAD,Matched,Murex
TRD0001199,2026-04-14,2026-05-11,SEC00082,CL757,PORT-014,10128.0,52.05,EUR,Booked,Murex
TRD0001200,2026-04-22,2026-05-15,SEC00154,CL394,PORT-009,23071.0,76.98,JPY,Unmatched,Aladdin
TRD0001201,2026-04-30,2026-04-23,SEC00246,CL420,PORT-015,21407.0,64.79,USD,Booked,Murex
TRD0001202,2026-05-06,2026-05-10,SEC00295,CL199,PORT-078,29324.0,41.21,JPY,Matched,Murex
TRD0001203,2026-04-28,2026-04-09,SEC00294,CL283,PORT-058,22269.0,89.7,USD,Matched,SimCorp
TRD0001204,2026-05-17,2026-04-17,SEC00028,CL982,PORT-010,25939.0,56.37,GBP,Booked,Murex
TRD0001205,2026-05-11,2026-04-09,SEC00287,CL658,PORT-024,21578.0,116.42,USD,Matched,Bloomberg AIM
TRD0001206,2026-04-16,2026-04-27,SEC00036,CL258,PORT-033,25349.0,40.81,EUR,Booked,Bloomberg AIM
TRD0001207,2026-04-10,2026-04-09,SEC00187,CL533,PORT-015,8347.0,62.6,GBP,Unmatched,Aladdin
TRD0001208,2026-05-15,2026-05-21,SEC00297,CL273,PORT-068,17087.0,52.2,EUR,Booked,Aladdin
TRD0001209,2026-05-15,2026-05-08,SEC00209,CL498,PORT-075,17708.0,47.4,GBP,Cancelled,Bloomberg AIM
TRD0001210,2026-05-16,2026-05-21,SEC00303,CL230,PORT-020,16172.0,56.24,USD,Matched,SimCorp
TRD0001211,2026-04-14,2026-04-21,SEC00110,CL656,PORT-002,21329.0,123.93,INR,Booked,Murex
TRD0001212,2026-05-05,2026-04-29,SEC00100,CL612,PORT-022,22758.0,70.12,INR,Matched,Aladdin
TRD0001213,2026-05-05,2026-05-09,SEC00104,CL669,PORT-047,20942.0,50.55,GBP,Booked,Murex
TRD0001214,2026-05-19,2026-05-08,SEC00113,CL498,PORT-064,16673.0,35.16,USD,Unmatched,Bloomberg AIM
TRD0001215,2026-04-06,2026-04-23,SEC00218,CL357,PORT-027,12482.0,36.51,USD,Matched,Murex
TRD0001216,2026-04-30,2026-05-13,SEC00144,CL324,PORT-022,26229.0,55.27,INR,Matched,Murex
TRD0001217,2026-04-14,2026-04-28,SEC00235,CL293,PORT-020,20623.0,53.42,CAD,Matched,Murex
TRD0001218,2026-04-18,2026-04-24,SEC00133,CL486,PORT-001,10360.0,61.66,CAD,Cancelled,SimCorp
TRD0001219,2026-05-13,2026-05-11,SEC00098,CL505,PORT-002,16547.0,30.11,GBP,Matched,Bloomberg AIM
TRD0001220,2026-04-13,2026-05-11,SEC00060,CL705,PORT-034,4925.0,64.58,GBP,Matched,Aladdin
TRD0001221,2026-04-25,2026-05-06,SEC00176,CL147,PORT-049,18265.0,95.56,USD,Booked,SimCorp
TRD0001222,2026-04-22,2026-04-25,SEC00287,CL353,PORT-001,16512.0,117.68,USD,Booked,SimCorp
TRD0001223,2026-05-10,2026-05-10,SEC00274,CL866,PORT-016,13691.0,34.36,INR,Matched,SimCorp
TRD0001224,2026-04-11,2026-05-04,SEC00081,CL922,PORT-072,29885.0,50.38,GBP,Matched,Bloomberg AIM
TRD0001225,2026-04-08,2026-04-27,SEC00152,CL936,PORT-079,9329.0,49.45,GBP,Unmatched,Aladdin
TRD0001226,2026-05-01,2026-05-13,SEC00225,CL375,PORT-051,23298.0,70.18,GBP,Matched,Bloomberg AIM
TRD0001227,2026-05-15,2026-04-26,SEC00195,CL223,PORT-042,34400.0,43.51,EUR,Matched,SimCorp
TRD0001228,2026-04-11,2026-05-15,SEC00021,CL278,PORT-047,26080.0,120.16,CAD,Matched,Aladdin
TRD0001229,2026-04-10,2026-05-15,SEC00189,CL218,PORT-030,17763.0,67.71,INR,Matched,Bloomberg AIM
TRD0001230,2026-04-27,2026-05-11,SEC00012,CL958,PORT-016,9494.0,63.87,INR,Booked,Murex
TRD0001231,2026-04-23,2026-05-09,SEC00037,CL894,PORT-030,7785.0,116.45,GBP,Unmatched,Bloomberg AIM
TRD0001232,2026-05-09,2026-05-20,SEC00209,CL828,PORT-056,14913.0,66.31,INR,Booked,Aladdin
TRD0001233,2026-05-16,2026-04-08,SEC00032,CL756,PORT-053,12847.0,76.72,GBP,Matched,Bloomberg AIM
TRD0001234,2026-04-07,2026-05-08,SEC00108,CL408,PORT-054,12603.0,51.28,JPY,Unmatched,Bloomberg AIM
TRD0001235,2026-04-28,2026-04-15,SEC00188,CL527,PORT-049,15553.0,41.28,USD,Matched,Bloomberg AIM
TRD0001236,2026-05-07,2026-04-11,SEC00209,CL856,PORT-005,17233.0,53.86,INR,Booked,SimCorp
TRD0001237,2026-04-18,2026-04-15,SEC00142,CL832,PORT-050,21639.0,143.37,USD,Matched,Aladdin
TRD0001238,2026-05-18,2026-04-14,SEC00030,CL566,PORT-070,8717.0,83.23,INR,Booked,Aladdin
TRD0001239,2026-05-16,2026-05-17,SEC00255,CL852,PORT-052,12883.0,73.41,JPY,Booked,SimCorp
TRD0001240,2026-05-09,2026-05-05,SEC00303,CL411,PORT-046,16802.0,47.38,USD,Matched,Bloomberg AIM
TRD0001241,2026-04-29,2026-04-18,SEC00284,CL471,PORT-018,16534.0,91.74,JPY,Matched,Bloomberg AIM
TRD0001242,2026-05-03,2026-04-26,SEC00239,CL854,PORT-063,31773.0,41.46,EUR,Booked,Bloomberg AIM
TRD0001243,2026-05-11,2026-05-21,SEC00128,CL438,PORT-036,19742.0,38.53,GBP,Unmatched,SimCorp
TRD0001244,2026-05-04,2026-04-26,SEC00280,CL776,PORT-021,5898.0,54.84,USD,Matched,SimCorp
TRD0001245,2026-05-04,2026-04-15,SEC00156,CL507,PORT-039,21136.0,132.17,INR,Unmatched,Aladdin
TRD0001246,2026-04-26,2026-04-14,SEC00043,CL367,PORT-010,22092.0,129.58,JPY,Matched,Murex
TRD0001247,2026-04-24,2026-05-04,SEC00272,CL296,PORT-074,17062.0,56.94,GBP,Unmatched,SimCorp
TRD0001248,2026-04-10,2026-05-11,SEC00102,CL645,PORT-056,8900.0,52.67,CAD,Matched,Bloomberg AIM
TRD0001249,2026-04-13,2026-05-08,SEC00300,CL531,PORT-026,31185.0,37.56,JPY,Cancelled,SimCorp
TRD0001250,2026-05-06,2026-05-08,SEC00117,CL432,PORT-063,9976.0,68.53,JPY,Matched,SimCorp
TRD0001251,2026-04-09,2026-05-06,SEC00278,CL768,PORT-005,22956.0,70.58,USD,Booked,Aladdin
TRD0001252,2026-04-26,2026-05-08,SEC00171,CL100,PORT-031,19500.0,87.91,JPY,Booked,Murex
TRD0001253,2026-05-11,2026-05-01,SEC00149,CL182,PORT-052,22506.0,91.72,INR,Matched,Aladdin
TRD0001254,2026-05-04,2026-05-20,SEC00094,CL964,PORT-002,30801.0,62.23,CAD,Booked,Murex
TRD0001255,2026-04-16,2026-05-09,SEC00267,CL696,PORT-056,22212.0,81.01,JPY,Unmatched,Aladdin
TRD0001256,2026-04-13,2026-05-07,SEC00019,CL594,PORT-065,13810.0,52.18,EUR,Booked,Aladdin
TRD0001257,2026-05-03,2026-05-15,SEC00150,CL113,PORT-047,26295.0,80.48,INR,Unmatched,Murex
TRD0001258,2026-05-12,2026-04-12,SEC00118,CL637,PORT-017,13267.0,55.84,USD,Matched,Murex
TRD0001259,2026-05-11,2026-04-21,SEC00173,CL490,PORT-060,19227.0,78.32,EUR,Unmatched,Murex
TRD0001260,2026-05-15,2026-04-10,SEC00081,CL639,PORT-027,8302.0,76.13,CAD,Unmatched,Murex
TRD0001261,2026-04-18,2026-04-26,SEC00212,CL136,PORT-059,10250.0,68.31,INR,Matched,SimCorp
TRD0001262,2026-04-27,2026-05-17,SEC00123,CL595,PORT-050,18385.0,88.07,CAD,Matched,Aladdin
TRD0001263,2026-04-29,2026-04-11,SEC00060,CL619,PORT-008,20761.0,38.49,GBP,Booked,Bloomberg AIM
TRD0001264,2026-04-19,2026-05-01,SEC00063,CL360,PORT-008,5232.0,45.94,INR,Matched,Bloomberg AIM
TRD0001265,2026-04-12,2026-04-21,SEC00222,CL149,PORT-002,21730.0,60.67,INR,Matched,Bloomberg AIM
TRD0001266,2026-04-14,2026-05-04,SEC00083,CL973,PORT-006,11854.0,40.24,EUR,Booked,Aladdin
TRD0001267,2026-05-13,2026-04-29,SEC00098,CL737,PORT-024,27598.0,57.84,CAD,Booked,Aladdin
TRD0001268,2026-04-23,2026-04-29,SEC00200,CL658,PORT-003,15360.0,58.49,CAD,Matched,Bloomberg AIM
TRD0001269,2026-04-10,2026-05-09,SEC00105,CL789,PORT-075,9573.0,105.47,USD,Booked,Murex
TRD0001270,2026-04-15,2026-04-27,SEC00124,CL703,PORT-073,18569.0,70.1,INR,Matched,Murex
TRD0001271,2026-05-05,2026-04-18,SEC00078,CL220,PORT-014,11128.0,95.61,GBP,Booked,Bloomberg AIM
TRD0001272,2026-05-02,2026-05-21,SEC00110,CL508,PORT-025,27517.0,74.11,INR,Unmatched,SimCorp
TRD0001273,2026-04-09,2026-05-16,SEC00221,CL898,PORT-059,18004.0,55.29,JPY,Cancelled,SimCorp
TRD0001274,2026-05-18,2026-04-14,SEC00170,CL358,PORT-053,16862.0,69.88,EUR,Unmatched,Bloomberg AIM
TRD0001275,2026-04-26,2026-04-26,SEC00319,CL974,PORT-046,22439.0,86.08,USD,Matched,Bloomberg AIM
TRD0001276,2026-05-14,2026-04-08,SEC00246,CL157,PORT-079,10463.0,101.26,JPY,Booked,Aladdin
TRD0001277,2026-04-09,2026-04-24,SEC00005,CL397,PORT-050,8331.0,63.67,CAD,Matched,SimCorp
TRD0001278,2026-05-18,2026-04-22,SEC00121,CL414,PORT-053,21063.0,37.46,INR,Matched,Bloomberg AIM
TRD0001279,2026-05-18,2026-04-11,SEC00092,CL655,PORT-040,9752.0,36.55,EUR,Cancelled,Murex
TRD0001280,2026-05-05,2026-04-22,SEC00188,CL258,PORT-042,9750.0,59.49,CAD,Booked,Murex
TRD0001281,2026-05-10,2026-05-07,SEC00085,CL305,PORT-023,24276.0,29.42,GBP,Booked,Murex
TRD0001282,2026-04-27,2026-04-28,SEC00309,CL695,PORT-042,21938.0,125.0,JPY,Cancelled,Aladdin
TRD0001283,2026-05-06,2026-05-11,SEC00095,CL355,PORT-073,8596.0,82.18,EUR,Matched,SimCorp
TRD0001284,2026-05-03,2026-05-06,SEC00167,CL890,PORT-030,13356.0,53.38,JPY,Booked,Bloomberg AIM
TRD0001285,2026-04-24,2026-04-21,SEC00039,CL882,PORT-011,11222.0,45.22,JPY,Matched,Murex
TRD0001286,2026-04-24,2026-05-15,SEC00291,CL372,PORT-048,31322.0,95.57,INR,Booked,SimCorp
TRD0001287,2026-04-07,2026-04-21,SEC00291,CL603,PORT-063,24795.0,45.16,GBP,Matched,Murex
TRD0001288,2026-04-28,2026-04-25,SEC00253,CL399,PORT-076,14844.0,46.69,JPY,Booked,Bloomberg AIM
TRD0001289,2026-04-24,2026-05-08,SEC00112,CL410,PORT-043,22321.0,51.0,JPY,Booked,Bloomberg AIM
TRD0001290,2026-04-19,2026-05-19,SEC00018,CL702,PORT-063,7829.0,69.4,GBP,Booked,Bloomberg AIM
TRD0001291,2026-05-12,2026-04-20,SEC00227,CL363,PORT-020,12955.0,82.87,JPY,Booked,Murex
TRD0001292,2026-04-19,2026-04-14,SEC00137,CL234,PORT-034,18786.0,101.23,USD,Matched,Bloomberg AIM
TRD0001293,2026-04-11,2026-04-19,SEC00316,CL332,PORT-034,21392.0,96.13,CAD,Booked,Bloomberg AIM
TRD0001294,2026-05-05,2026-05-03,SEC00223,CL935,PORT-027,17269.0,66.7,USD,Matched,SimCorp
TRD0001295,2026-05-11,2026-04-22,SEC00172,CL333,PORT-057,19860.0,95.31,CAD,Matched,SimCorp
TRD0001296,2026-05-04,2026-05-03,SEC00315,CL427,PORT-070,18588.0,52.73,INR,Matched,Bloomberg AIM
TRD0001297,2026-05-07,2026-05-05,SEC00256,CL665,PORT-026,16773.0,35.26,CAD,Matched,Murex
TRD0001298,2026-04-23,2026-05-07,SEC00146,CL190,PORT-011,15779.0,52.73,USD,Booked,Bloomberg AIM
TRD0001299,2026-04-11,2026-05-12,SEC00006,CL341,PORT-066,14803.0,50.29,EUR,Booked,Murex
TRD0001300,2026-04-23,2026-04-08,SEC00029,CL257,PORT-068,19740.0,53.45,USD,Matched,Bloomberg AIM
TRD0001301,2026-05-14,2026-04-22,SEC00141,CL931,PORT-074,21081.0,47.67,GBP,Unmatched,SimCorp
TRD0001302,2026-05-05,2026-05-14,SEC00179,CL938,PORT-021,19488.0,56.75,CAD,Cancelled,Bloomberg AIM
TRD0001303,2026-04-18,2026-04-13,SEC00009,CL779,PORT-057,9161.0,82.85,INR,Unmatched,Bloomberg AIM
TRD0001304,2026-05-05,2026-05-15,SEC00040,CL322,PORT-057,10508.0,121.55,INR,Matched,Murex
TRD0001305,2026-04-23,2026-04-25,SEC00225,CL654,PORT-063,20992.0,36.46,CAD,Unmatched,SimCorp
TRD0001306,2026-04-18,2026-05-14,SEC00240,CL695,PORT-064,29038.0,42.49,USD,Matched,Aladdin
TRD0001307,2026-05-05,2026-05-05,SEC00009,CL881,PORT-076,19143.0,50.55,INR,Matched,Aladdin
TRD0001308,2026-04-20,2026-04-22,SEC00162,CL240,PORT-038,14912.0,87.18,EUR,Unmatched,Aladdin
TRD0001309,2026-05-02,2026-04-07,SEC00025,CL761,PORT-006,19683.0,62.07,INR,Matched,Bloomberg AIM
TRD0001310,2026-05-13,2026-04-07,SEC00231,CL274,PORT-016,9474.0,51.76,INR,Booked,Murex
